,,,,,,,,,,,,,,47,8,,,,,,
55,,5,11,5,,,,,,,,,,,,,,,,,
55,,5,11,6,,,,,,,,,,,,,,,,,
55,,5,11,7,,,,,,,,,,,,,,,,,
56,,5,12,1,,Saccasaṁyuttaṁ,131,"56: chappaññāsā, chappaṇṇāsā",,,,,,,,,,,,,
56,,5,12,2,,,,,,,,,,,,,,,,,
56,,5,12,3,,,,,,,,,,,,,,,,,
56,,5,12,4,,,,,,,,,,,,,,,,,
56,,5,12,5,,,,,,,,,,,,,,,,,
56,,5,12,6,,,,,,,,,,,,,,,,,
56,,5,12,7,,,,,,,,,,,,,,,,,
56,,5,12,8,,,,,,,,,,,,,,,,,
56,,5,12,9,,,,,,,,,,,,,,,,,
56,,5,12,10,,,,,,,,,,,,,,,,,
56,,5,12,11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,sn1,81,"2,68",,,,1,Sagāthāvaggasaṁyuttapāḷi,1,1,Devatāsaṁyuttaṁ,11,8,81
,,,,,,,,sn2,30,"0,99",,,,2,,1,2,Devaputtasaṁyuttaṁ,,3,30
,,,,,,,,sn3,25,"0,83",,,,3,,1,3,Kosalasaṁyuttaṁ,,3,25
,,,,,,,,sn4,25,"0,83",,,,4,,1,4,Mārasaṁyuttaṁ,,3,25
,,,,,,,,sn5,10,"0,33",,,,5,,1,5,Bhikkhunīsaṁyuttaṁ,,1,10
,,,,,,,,sn6,15,"0,50",,,,6,,1,6,Brahmasaṁyuttaṁ,,2,15
,,,,,,,,sn7,22,"0,73",,,,7,,1,7,Brāhmaṇasaṁyuttaṁ,,2,22
,,,,,,,,sn8,12,"0,40",,,,8,,1,8,Vaṅgīsasaṁyuttaṁ,,1,12
,,,,,,,,sn9,14,"0,46",,,,9,,1,9,Vanasaṁyuttaṁ,,1,14
,,,,,,,,sn10,12,"0,40",,,,10,,1,10,Yakkhasaṁyuttaṁ,,1,12
,,,,,,,,sn11,25,"0,83",,,,11,,1,11,Sakkasaṁyuttaṁ,,3,25
,,,,,,,,sn12,213,"7,04",213,sn12,,12,Nidānavaggasaṁyuttapāḷi,2,1,Nidānasaṁyuttaṁ,10,8,213
,,,,,,,,sn13,11,"0,36",11,sn13,,13,,2,2,Abhisamayasaṁyuttaṁ,,1,11
,,,,,,,,sn14,39,"1,29",39,sn14,,14,,2,3,Dhātusaṁyuttaṁ,,4,39
,,,,,,,,sn15,20,"0,66",20,sn15,,15,,2,4,Anamataggasaṁyuttaṁ,,2,20
,,,,,,,,sn16,13,"0,43",13,sn16,,16,,2,5,Kassapasaṁyuttaṁ,,1,13
,,,,,,,,sn17,43,"1,42",43,sn17,,17,,2,6,Lābhasakkārasaṁyuttaṁ,,4,43
,,,,,,,,sn18,22,"0,73",22,sn18,,18,,2,7,Rāhulasaṁyuttaṁ,,2,22
,,,,,,,,sn19,21,"0,69",21,sn19,,19,,2,8,Lakkhaṇasaṁyuttaṁ,,2,21
,,,,,,,,sn20,12,"0,40",12,sn20,,20,,2,9,Opammasaṁyuttaṁ,,1,12
,,,,,,,,sn21,12,"0,40",12,sn21,,21,,2,10,Bhikkhusaṁyuttaṁ,,2,12
,,,,,,,,sn22,159,"5,26",159,sn22,,22,Khandhavaggasaṁyuttapāḷi,3,1,Khandhasaṁyuttaṁ,13,15,159
,,,,,,,,sn23,46,"1,52",46,sn23,,23,,3,2,Rādhasaṁyuttaṁ,,4,46
,,,,,,,,sn24,96,"3,17",96,sn24,,24,,3,3,Diṭṭhisaṁyuttaṁ,,1,96
,,,,,,,,sn25,10,"0,33",10,sn25,,25,,3,4,Okkantasaṁyuttaṁ,,1,10
,,,,,,,,sn26,10,"0,33",10,sn26,,26,,3,5,Uppādasaṁyuttaṁ,,1,10
,,,,,,,,sn27,10,"0,33",10,sn27,,27,,3,6,Kilesasaṁyuttaṁ,,1,10
,,,,,,,,sn28,10,"0,33",10,sn28,,28,,3,7,Sāriputtasaṁyuttaṁ,,1,10
,,,,,,,,sn29,50,"1,65",50,sn29,,29,,3,8,Nāgasaṁyuttaṁ,,1,50
,,,,,,,,sn30,46,"1,52",46,sn30,,30,,3,9,Supaṇṇasaṁyuttaṁ,,1,46
,,,,,,,,sn31,112,"3,70",112,sn31,,31,,3,10,Gandhabbakāyasaṁyuttaṁ,,1,112
,,,,,,,,sn32,57,"1,88",57,sn32,,32,,3,11,Valāhakasaṁyuttaṁ,,1,57
,,,,,,,,sn33,55,"1,82",55,sn33,,33,,3,12,Vacchagottasaṁyuttaṁ,,1,55
,,,,,,,,sn34,55,"1,82",55,sn34,,34,,3,13,Jhānasaṁyuttaṁ,,3,55
,,,,,,,,sn35,248,"8,20",248,sn35,,35,Saḷāyatanavaggasaṁyuttapāḷi,4,1,Saḷāyatanasaṁyuttaṁ,10,19,248
,,,,,,,,sn36,31,"1,03",,,,36,,4,2,Vedanāsaṁyuttaṁ,,3,31
,,,,,,,,sn37,34,"1,12",34,sn37,,37,,4,3,Mātugāmasaṁyuttaṁ,,3,34
,,,,,,,,sn38,16,"0,53",16,sn38,,38,,4,4,Jambukhādakasaṁyuttaṁ,,1,16
,,,,,,,,sn39,16,"0,53",16,sn39,,39,,4,5,Sāmaṇḍakasaṁyuttaṁ,,1,16
,,,,,,,,sn40,11,"0,36",11,sn40,,40,,4,6,Moggallānasaṁyuttaṁ,,1,11
,,,,,,,,sn41,10,"0,33",10,sn41,,41,,4,7,Cittasaṁyuttaṁ,,1,10
,,,,,,,,sn42,13,"0,43",13,sn42,,42,,4,8,Gāmaṇisaṁyuttaṁ,,1,13
,,,,,,,,sn43,44,"1,46",44,sn43,,43,,4,9,Asaṅkhatasaṁyuttaṁ,,3,44
,,,,,,,,sn44,11,"0,36",11,sn44,,44,,4,10,Abyākatasaṁyuttaṁ,,4,11
,,,,,,,,sn45,180,"5,95",180,sn45,,45,Mahāvaggasaṁyuttapāḷi,5,1,Maggasaṁyuttaṁ,12,13,180
,,,,,,,,sn46,184,"6,08",184,sn46,,46,,5,2,Bojjhaṅgasaṁyuttaṁ,,18,184
,,,,,,,,sn47,104,"3,44",104,sn47,,47,,5,3,Satipaṭṭhānasaṁyuttaṁ,,10,104
,,,,,,,,sn48,178,"5,89",178,sn48,,48,,5,4,Indriyasaṁyuttaṁ,,17,178
,,,,,,,,sn49,54,"1,79",54,sn49,,49,,5,5,Sammappadhānasaṁyuttaṁ,,5,54
,,,,,,,,sn50,108,"3,57",108,sn50,,50,,5,6,Balasaṁyuttaṁ,,10,108
,,,,,,,,sn51,86,"2,84",86,sn51,,51,,5,7,Iddhipādasaṁyuttaṁ,,8,86
,,,,,,,,sn52,24,"0,79",24,sn52,,52,,5,8,Anuruddhasaṁyuttaṁ,,2,24
,,,,,,,,sn53,54,"1,79",54,sn53,,53,,5,9,Jhānasaṁyuttaṁ,,5,54
,,,,,,,,sn54,20,"0,66",20,sn54,,54,,5,10,Ānāpānasaṁyuttaṁ,,2,20
,,,,,,,,sn55,74,"2,45",,,,55,,5,11,Sotāpattisaṁyuttaṁ,,7,74
,,,,,,,,sn56,131,"4,33",131,sn56,,56,,5,12,Saccasaṁyuttaṁ,,11,131
,,,,,,,,,3024,"100,00",2648,,,,,,,,,,
